ObjectId,DBA_Name,License_Effective_Date,NAICS_Code,NAICS_Description,Exempt,City,State,Zip_Code
8068,MIKE ALBERT LTD,5/1/2004,'07-7515,PASSENGER CAR LEASING,No,CINCINNATI,OH,45241
8069,"MNJ TECHNOLOGIES DIRECT, INC",7/1/2011,'12-7371,COMPUTER PROGRAMMING,No,BUFFALO GROVE,IL,60089
8070,"MIND'S EYE TECHNOLOGY, INC",11/25/2003,'10-7389,BUSINESS SERVICES ALL OTHER,No,LAKEWOOD,CO,80228-4909
8071,MEA FISHER,9/19/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8072,MICHAEL S. & DONNA S. LIGON,4/5/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8073,MIKE BROUSE,4/7/2007,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80304
8074,MOBILE MAINTENANCE & CONST,3/21/1996,'10-7349,BLDG MAINTENANCE SVCS,No,LONGMONT,CO,80504
8075,"MIND, BODY + SOUL MEDICINALS ",10/1/2019,'05-5900,MISC RETAIL,No,Boulder,CO,80305
8076,MEADOW TRAIL LLC,6/6/2007,'10-6531,REAL ESTATE AGENTS,No,Boulder,CO,80304
8077,MICHAEL SCHOLL,10/5/1996,'10-7299,MISC PERSONAL SERVICES,No,BOULDER,CO,80303
8078,MIKE COMBS,7/20/2019,'05-5900,MISC RETAIL,No,Morrison,CO,80465
8079,MOBILE MINI INC,5/1/1999,'10-6519,LESSORS REAL PROPERTY,No,Phoenix,AZ,85008
8080,"MINDBODY, INC",2/1/2016,'12-7372,COMPUTER SOFTWARE,No,Denver,CO,80202
8081,MEADOWLARK PRESCHOOL,2/1/2012,'10-8351,CHILD DAY CARE SERVICES,No,Boulder,CO,80305
8082,MICHAEL WERTZ,1/19/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8083,"MIKE CONROY, CPA, LLC",7/1/2010,'10-16302,ACCOUNTING,No,BOULDER,CO,80304
8084,MOBILE TECH INC,8/2/2013,'10-7399,MISC BUSINESS SVCS,No,Hillsboro,OR,97124
8085,MINDFUL PEDIATRICS PC,1/1/2007,'10-8011,PHYSICIANS,No,BOULDER,CO,80303
8086,MEADOWS CLUB,7/31/1984,'02-5812,EATING PLACES,No,Boulder,CO,80303
8087,MICHAELANGELO FACE PAINTING ,5/10/2019,'10-7299,MISC PERSONAL SERVICES,No,Evans,CO,80620
8088,MIKE WOODWARD PHOTOGRAPHY ,7/20/2019,'10-7221,PHOTOGRAPHIC STUDIO-PORTRAIT,No,San Clemente,CA,92673
8089,MOCK PROPERTY MANAGEMENT COMPANY,1/1/1991,'10-6531,REAL ESTATE AGENTS,No,BOULDER,CO,80305
8090,MINDFUL WORKS ,3/21/2005,'10-8699,MISC MEMBERSHIP ORGS,Yes,BOULDER,CO,80304
8091,MEALS ON WHEELS/BOULDER INC,3/27/1972,'02-5812,EATING PLACES,Yes,BOULDER,CO,80302
8092,MICHAELS #7010,4/19/1992,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80303
8093,MIKE'S CAMERA - COMMERCIAL IMAGING,5/1/2000,'05-5946,CAMERA & PHOTO SUPPLY STORES,No,BOULDER,CO,80302
8094,MOCK REALTY CO,1/1/1963,'10-6531,REAL ESTATE AGENTS,No,BOULDER,CO,80305
8095,MINDFULHAUS ,11/3/2018,'03-5699,MISC APPAREL,No,Arvada,CO,80005
8096,MEATBALL/HEYPBJ/BURRITOROYALE,5/29/2015,'02-5812,EATING PLACES,No,Denver,CO,80221
8097,MICHELE DETTMANN'S ART/MICHELE DETTMANN'S ART STUDIO,8/21/2019,'05-5900,MISC RETAIL,No,Boulder,CO,80301
8098,MICHELE RENEE LEDOUX FINE ART ,7/21/2018,'05-5900,MISC RETAIL,No,Evergreen,CO,80439
8099,MICHELE SCRIVNER AND BRIAN BILLOW,7/21/2018,'05-5900,MISC RETAIL,No,Englewood,CO,80110
8100,MICHELIN TIRE CORP,4/1/1986,'07-5531,AUTO & HOME SUPPLY STORES,No,GREENVILLE,SC,29615
8101,MICHELLE DEYOUNG,3/14/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8102,MICHELLE DOUCET,4/29/1995,'10-7231,BEAUTY SHOPS A,No,BOULDER,CO,80304
8103,MICHELLE HART,9/7/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
8104,MICHELLE M. & EUGENE F. DILLON,6/20/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
8105,MICHELLE PHILIP ART,8/7/2018,'05-5900,MISC RETAIL,No,Boulder,CO,80301
8106,MICRO FOCUS LLC,10/1/2019,'12-7372,COMPUTER SOFTWARE,No,Santa Clara,CA,95054
8107,MICRO MOTION CAFE ,11/1/2019,'02-5812,EATING PLACES,No,Boulder,CO,80301
8108,MICRO MOTION INC,5/31/1982,'12-7379,COMPUTER RELATED SVCS,No,Boulder,CO,80301
8109,MICROAGE,10/1/2004,'11-5734,COMPUTER AND SOFTWARE STORES,No,Tempe,AZ,85284
8110,MICROAIRE SURGICAL INSTRUMENTS LLC,1/1/2007,'10-3999,MANUFACTURING ALL OTHER,No,Charlottesville,VA,22911
8111,MICROBILT CORP,4/17/2000,'10-7359,EQUIPMENT ALL OTHER,No,KENNESAW,GA,30144-7000
8112,MICROLEASE,1/1/2007,'12-7379,COMPUTER RELATED SVCS,No,HAYWARD,CA,94545
8113,MICROMERITICS INSTRUMENT CORP,1/1/1996,'10-5049,EQUIPMENT & SUPPLIES ALL OTHER-WHLSL,No,NORCROSS,GA,30093
8114,MICROPORT ORTHOPEDICS INC,10/1/2013,'10-3842,ORTHOPEDIC PROSTHETIC APPLIANCES-MFG,No,Arlington,TN,38002-9501
8115,MICROS TO MAINFRAMES,1/1/2001,'10-5045,COMPUTERS & PERIPHERALS-WHLSL,No,VALLEY COTTAGE,NY,10989
8116,MICROSEMI FREQUENCY AND TIME CORPORATION,10/1/2006,'10-3999,MANUFACTURING ALL OTHER,No,Boulder,CO,80301
8117,MICROSOFT CORPORATION,10/4/2010,'12-7371,COMPUTER PROGRAMMING,No,REDMOND,WA,98052
8118,"MICROSTAR KEG MANAGEMENT, LLC",1/31/2002,'10-7359,EQUIPMENT ALL OTHER,No,Greenwood Village,CO,80111
8119,MICROSURGICAL TECHNOLOGY INC,10/2/2012,'10-3829,MEASURING DEVICES ALL OTHER-MFG,No,Redmond,WA,98052
8120,MICROTEA,2/26/2019,'10-2080,BEVERAGES MFG,No,Boulder,CO,80302
8121,MICROTECH-TEL,4/1/2003,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,ENGLEWOOD,CO,80112
8122,MICROWORKS COMPUTER CENTER,10/1/2018,'11-5734,COMPUTER AND SOFTWARE STORES,No,Andover,MA,1810
8123,MIDAS MUFFLER SHOPS,3/26/1976,'07-5531,AUTO & HOME SUPPLY STORES,No,BOULDER,CO,80301
8124,"MIDDLEMIST CROUCH & CO, CPA'S PC",9/1/1998,'10-8931,ACCOUNTING/AUDITING/BKKP,No,Boulder,CO,80301
8125,MIDLAND SCIENTIFIC,7/1/2019,'10-3821,LABORATORY APPARATUS-MFG,No,La Vista,NE,68128
8126,MIDLAND STATES BANK,6/1/2018,'10-6000,BANKING A,No,Effingham,IL,62401
8127,MIDWEST BUS SALES INC,8/1/2018,'10-5013,MOTOR VEHICLE SUPPLIES/PARTS-WHLSL,No,Adams City,CO,80022
8128,"MIDWEST DRYWALL CO, INC",10/1/2001,'09-1742,PLASTERING,No,DENVER,CO,80216
8129,MIDWEST FLOOR COVERINGS INC,4/1/2009,'10-5039,CONSTRUCION MATERIALS ALL OTHER-WHLSL,No,AURORA,CO,80011-1201
8130,MIDWEST SALES CO,8/1/1964,'04-5713,FLOOR COVERING STORES,No,Denver,CO,80216-4555
8131,MIDWEST SCAFFOLD SERVICE,4/1/2011,'09-1799,SPECIAL TRADE CONTRACTORS B,No,COMMERCE CITY,CO,80022
8132,"MIDWEST TILE, MARBLE & GRANITE INC",12/31/2010,'10-3229,GLASSWARE MFG,No,LINCOLN,NE,68528
8133,MIDWEST TROPHY MFG CO INC,1/23/1995,'05-5999,MISC RETAIL STORES,No,PRINCETON,IL,61356
8134,MIEHE TRANSLATIONS INC,5/1/2019,'10-8621,PROFESSIONAL ORGS,No,Boulder,CO,80303
8135,"MIGHTY FUDGE STUDIOS, LLC",6/7/2004,'10-7336,COMMERCIAL ART,No,BOULDER,CO,80302
8136,MIGNON MACIAS,7/8/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
8137,MOD POT LLC,5/1/2019,'05-5900,MISC RETAIL,No,Wheat Ridge,CO,80033
8138,MEC VINTAGE POSTERS ,5/21/2019,'05-5900,MISC RETAIL,No,Centennial,CO,80112
8139,"MODERE USA, INC",9/1/2003,'05-5963,HOME BASED & DIRECT SALES,No,SPRINGVILLE,UT,84663
8140,MIKES CAMERA INC,12/27/1976,'05-5946,CAMERA & PHOTO SUPPLY STORES,No,BOULDER,CO,80302
8141,MINDSHIFT TECHNOLOGIES INC,7/31/2010,'10-7389,BUSINESS SERVICES ALL OTHER,No,WALTHAM,MA,2452
8142,MODERN ALTITUDE DESIGN ,6/1/2018,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80304
8143,MILA'S MIRACLE FOUNDATION ,12/16/2016,'10-8200,EDUCATIONAL SVCS,Yes,Longmont,CO,80503
8144,MECHA LLC,8/12/2013,'10-7991,PHYSICAL FITNESS FACILITIES,No,Boulder,CO,80302
8145,MINE DESIGN JEWELRY ,10/7/2017,'10-3910,JEWELRY,No,Grand Lake,CO,80447
8146,MODERN SPECIALISTS INC,10/29/1973,'07-5531,AUTO & HOME SUPPLY STORES,No,BOULDER,CO,80301
8147,"MILA, LLC",10/10/2004,'04-5713,FLOOR COVERING STORES,No,Boulder,CO,80303
8148,"MECHANICAL MASTERS, INC",6/1/2002,'09-1711,PLUMBING HTG A/C,No,Fort Collins,CO,80524
8149,MINER FLEET MANAGEMENT GROUP LLC,10/1/2018,'10-3531,MACHINERY & EQUIPMENT,No,San Antonio,TX,78232
8150,"MODMARKET, LLC",7/15/2009,'02-5812,EATING PLACES,No,BOULDER,CO,80301
8151,MILE HI CHURCH OF RELIGIOUS SCIENCE,2/7/1955,'10-8661,RELIGIOUS ORGANIZATIONS,Yes,LAKEWOOD,CO,80226
8152,MECHANICAL SOLUTIONS INC ,1/1/2019,'10-5074,PLUMBING & HEATING-WHLSL,No,Englewood,CO,80110
8153,MINER LTD,5/1/2019,'10-3531,MACHINERY & EQUIPMENT,No,San Antonio,TX,78233
8154,MODOMATION LLC,8/23/2018,'10-6289,SECURITIES ALL OTHER,No,Pittsburgh,PA,15201
8155,MILE HI FROZEN FOODS,11/30/1982,'10-5142,FROZEN FOODS-WHLSL,No,DENVER,CO,80216
8156,MED AESTHETIC LLC,10/1/2018,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80303
8157,MING YING ZHOU,1/1/1997,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80304
8158,"MODULAR CLEANROOMS, INC",4/1/2019,'10-3531,MACHINERY & EQUIPMENT,No,Denver,CO,80239
8159,MILE HI POPCORN & GIFTS ,8/31/2018,'01-5499,MISC FOOD STORES,No,Centennial,CO,80112
8160,"MEDA CONSUMER HEALTHCARE, INC",8/1/2011,'05-5963,HOME BASED & DIRECT SALES,No,Somerset,NJ,8873
8161,MINIMED DISTRIBUTION CORP,1/1/2005,'10-5086,PROFESSIONAL EQPMT/SUPPLIES-WHLSL,No,WESTCHESTER,CA,91325
8162,MODULAR ROBOTICS INCORPORATED,5/27/2013,'10-3999,MANUFACTURING ALL OTHER,No,Boulder,CO,80301
8163,MILE HI VALET SERVICE INC,11/27/2017,'10-8999,MISC SERVICES B,No,Boulder,CO,80301
8164,MEDDUX,5/1/2017,'10-16270,BUSINESS CONSULTING,No,Boulder,CO,80301
8165,"MINING, ROCK EXCAVATION AND CONSTRUCTION LLC",3/15/2014,'10-5082,CONSTRUCTION& MINING EQPMT-WHLSL,No,Commerce City,CO,80022
8166,MOE'S BROADWAY BAGEL,4/11/2011,'02-5812,EATING PLACES,No,BOULDER,CO,80304
8167,MILE HI WAREHOUSING & LOGISTICS ,10/15/2018,'10-7399,MISC BUSINESS SVCS,No,Denver,CO,80216
8168,MEDICAL AIR SYSTEMS INC ,7/1/2019,'10-3840,MEDICAL INSTR & SUPPLIES,No,Lakewood,CO,80214
8169,MINITUBE,10/1/2014,'10-3999,MANUFACTURING ALL OTHER,No,Boulder,CO,80301
8170,MOE'S BROADWAY BAGEL,2/28/2001,'02-5812,EATING PLACES,No,BOULDER,CO,80303
8171,MILE HIGH ALPHA LLC,4/22/2016,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80302
8172,MEDICAL BILLING RESOURCES INC,1/1/2020,'12-7372,COMPUTER SOFTWARE,No,Wheat Ridge,CO,80033
8173,MINNETONKA MOCCASIN,7/16/2013,'05-5900,MISC RETAIL,No,Minneapolis,MN,55414
8174,MOE'S BROADWAY BAGEL,2/28/2001,'02-5812,EATING PLACES,No,BOULDER,CO,80304
8175,MILE HIGH AUDIO VIDEO LLC ,4/1/2019,'10-3600,ELECTRIC & ELECTRONIC EQUIP,No,Sheridan,CO,80110
8176,MEDICAL ELECTRONIC DISTRIBUTION SYSTEMS INC ,7/1/2019,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Longmont,CO,80504
8177,MINOL USA,12/1/2012,'06-4900,"ELEC, GAS & SANITARY SERVICES",No,Addison,TX,75001
8178,MOE'S BROADWAY BAGELS,12/1/2016,'01-5461,BAKERIES-RETAIL,No,Boulder,CO,80305
8179,MILE HIGH BEHAVIORAL HEALTH CARE,9/9/2018,'10-7299,MISC PERSONAL SERVICES,Yes,Denver,CO,80216
8180,MINTAKA FINANCIAL LLC,9/1/2013,'10-7399,MISC BUSINESS SVCS,No,Gig Harbor,WA,98335
8181,MEDICAL IMAGING TECHNOLOGIES,5/25/1989,'05-5999,MISC RETAIL STORES,No,COLORADO SPRINGS,CO,80915
8182,MINTED LLC,11/1/2017,'05-5943,STATIONERY STORES,No,Boulder,CO,80301
8183,MILE HIGH CAJUN LLC,9/23/2018,'02-5812,EATING PLACES,No,Englewood,CO,80110
8184,MOE'S ORIGINAL BAR B QUE,1/1/2012,'02-5812,EATING PLACES,No,BOULDER,CO,80303
8185,"MEDICAL SYSTEMS OF DENVER, INC",9/1/2007,'10-5086,PROFESSIONAL EQPMT/SUPPLIES-WHLSL,No,FREDERICK,CO,80504
8186,MILE HIGH GLIDING INC,2/1/1998,'10-7389,BUSINESS SERVICES ALL OTHER,No,BOULDER,CO,80301
8187,MINTEL GROUP LTD ,12/1/2018,'10-16389,RESEARCH ORGANIZATIONS NON-COMM,No,Chicago,IL,60606
8188,MOE'S ORIGINAL BBQ MOBILE #1,8/29/2014,'02-5812,EATING PLACES,No,Lakewood,CO,80227
8189,MEDICINE HORSE ,6/17/2005,'10-8699,MISC MEMBERSHIP ORGS,Yes,Boulder,CO,80301
8190,"MILE HIGH LABS, INC",1/1/2019,'10-9100,PUBLIC ADMINISTRATION,No,Boulder,CO,80302
8191,MINUTEKEY ,8/6/2019,'10-8621,PROFESSIONAL ORGS,No,Boulder,CO,80301
8192,"MOHAWK CARPET DISTRIBUTION, INC",1/1/2003,'04-5700,FURNITURE & HOME FURNISHINGS,No,CALHOUN,GA,30701
8193,MEDIDATA SOLUTIONS INC,10/1/2014,'12-7374,DATA PROC SVCS,No,New York,NY,10014
8194,MILE HIGH LIGHTING INC,2/8/2018,'10-3646,LIGHTING INDUSTRIAL-MFG,No,Arvada,CO,80005
8195,MINUTEKEY @ KING SOOPERS #28,1/1/2019,'10-8900,MISC SERVICES A,No,Boulder,CO,80301
8196,MOHU ,4/3/2019,'10-3690,MISC ELEC EQUIP,No,Raleigh,NC,27604
8197,MEDILOGIX LLC ,10/1/2019,'10-7352,MEDICAL EQUIPMENT,No,Denver,CO,80216
8198,MILE HIGH MAINTENANCE ,1/1/2018,'10-8999,MISC SERVICES B,No,Lakewood,CO,80226
8199,MINUTEKEY @ KING SOOPERS #33,1/1/2019,'10-8900,MISC SERVICES A,No,Boulder,CO,80305
8200,MOI INC,12/6/2017,'10-2599,FURNITURE & FIXTURES ALL OTHER,No,Baltimore,MD,21244
8201,MEDINA IMPORTS LLC,8/12/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Colorado Springs,CO,80905
8202,MILE HIGH MASALA ,11/23/2018,'01-5499,MISC FOOD STORES,No,Arvada,CO,80005
8203,MINUTEKEY @ KING SOOPERS #61,1/1/2019,'10-8900,MISC SERVICES A,No,Boulder,CO,80301
8204,MOISTURE BOSS ,6/8/2016,'05-5900,MISC RETAIL,No,Boulder,CO,80304
8205,MEDITERRANEAN MARKET,4/1/2006,'01-5411,GROCERY STORES,No,BOULDER,CO,80301
8206,MILE HIGH MATTRESS ,9/1/2018,'04-5700,FURNITURE & HOME FURNISHINGS,No,Westminster,CO,80031
8207,MINUTEKEY @ SAFEWAY #2911,3/20/2017,'10-8999,MISC SERVICES B,No,Boulder,CO,80302
8208,MOJO TAQUERIA ,4/1/2019,'02-5800,EATING & DRINKING PLACES,No,Lyons,CO,80540
8209,MEDIVATORS INC,10/1/2002,'10-3840,MEDICAL INSTR & SUPPLIES,No,MINNEAPOLIS,MN,55447
8210,MILE HIGH PIPE & TOBACCO II,10/15/2002,'05-5993,CIGAR STORES & STANDS,No,BOULDER,CO,80302
8211,"MINUTEKEY, INC",1/1/2012,'10-7699,MISC REPAIR SHOPS,No,Boulder,CO,80301
8212,MOJOTECH LLC,11/1/2014,'12-7372,COMPUTER SOFTWARE,No,Boulder,CO,80302
8213,MEDLINE INDUSTRIES INC,8/23/1999,'10-3842,ORTHOPEDIC PROSTHETIC APPLIANCES-MFG,No,Northfield,IL,60093
8214,MILE HIGH RACING,10/29/2017,'05-5900,MISC RETAIL,No,Littleton,CO,80120
8215,MIQS INC,1/1/1999,'10-3840,MEDICAL INSTR & SUPPLIES,No,Boulder,CO,80301
8216,MOLECULAR DEVICES CORP,7/1/1993,'05-5999,MISC RETAIL STORES,No,San Jose,CA,95134
8217,MEDORA CORPORATION,8/26/2008,'10-3499,FABRICATED METAL,No,DICKINSON,ND,58601
8218,MILE HIGH ROLL-OFF WASTE SYSTEMS INC,1/1/1994,'10-16370,TRASH TAX,No,BROOMFIELD,CO,80020
8219,MIRAGEN THERAPEUTICS INC,7/13/2007,'10-16389,RESEARCH ORGANIZATIONS NON-COMM,No,BOULDER,CO,80301
8220,"MOLECULAR PRODUCTS, INC",5/1/2009,'10-2819,INDUSTRIAL INORGANIC CHEMICALS B,No,BOULDER,CO,80301
8221,"MOLLBORN PATENTS, INC",4/1/2008,'10-7389,BUSINESS SERVICES ALL OTHER,No,BOULDER,CO,80305
8222,MOLLENKOPF VENTURES LLC,2/18/2010,'10-16271,MANAGEMENT SERVICES,No,Superior,CO,80027
8223,MOLLIE MAE JEWELRY ,9/4/2012,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80303
8224,MOLLY BAYER,6/5/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
8225,MOLLY BOCKMAN CMT,10/1/2003,'10-7399,MISC BUSINESS SVCS,No,BOULDER,CO,80301
8226,MOLLY DAVIS,5/23/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80301
8227,MOLLY HARMON MCINTYRE,9/5/2005,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80304
8228,MOLLY MCINTYRE,4/24/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
8229,MOLTZ CONSTRUCTION INC,6/1/2017,'09-1522,GENERAL CONTRACTORS,No,Salida,CO,81201
8230,MOMENTUM HEALTHWARE INC,5/4/2018,'11-5734,COMPUTER AND SOFTWARE STORES,No,Winnipeg Manitoba,CA,R2H0G2
8231,MOMENTUM/FAIR TRADE WINDS,11/29/2013,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80302
8232,MOMO HOUSE,7/1/2019,'02-5800,EATING & DRINKING PLACES,No,Boulder,CO,80301
8233,MOMOCHARI,11/23/2019,'05-5900,MISC RETAIL,No,Estes Park,CO,80517
8234,MONAT GLOBAL CORP,10/1/2017,'05-5900,MISC RETAIL,No,Doral,FL,33122
8235,"MONCKTONS MACHINE TOOLS, LLC",5/1/2015,'10-3531,MACHINERY & EQUIPMENT,No,Denver,CO,80204
8236,MONDO MARKETING INC,4/15/2013,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Boulder,CO,80301
8237,"MONEYGRAM PAYMENT SYSTEMS, INC",3/1/2006,'10-6099,DEPOSITORY BANKING ALL OTHER,No,ST LOUIS PARK,MN,55416
8238,MONGO PROPERTIES LLC,9/2/2010,'10-6711,HOLDING OFFICES,No,BOULDER,CO,80304
8239,MEDTRONIC USA INC,1/1/2000,'10-5047,MEDICAL DENTAL HOSPITAL EQPMT-WHLSL,No,MINNEAPOLIS,MN,55432
8240,"MILE HIGH SIGNS, INC",12/14/2009,'10-5099,DURABLE GOODS ALL OTHER-WHLSL,No,STRASBURG,CO,80136
8241,MEGAHERTZ MAGNETIC CORP,4/6/1999,'10-3999,MANUFACTURING ALL OTHER,No,BOULDER,CO,80301
8242,MILENDER WHITE CONSTRUCTION CO,4/1/2010,'09-1521,SINGLE FAMILY HOUSING CONSTRUCTION,No,ARVADA,CO,80002
8243,MEGAN & RASHID FAROOQUI,12/5/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8244,"MIRANDA G PHOTOGRAPHY, LLC",1/1/2014,'10-7221,PHOTOGRAPHIC STUDIO-PORTRAIT,No,Louisville,CO,80027
8245,MILES AUTO CENTER,1/1/2004,'10-7538,GENERAL AUTO REPAIR,No,BOULDER,CO,80301
8246,MEGAN KRAM,4/21/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
8247,MIRIAM R. ECKERT & ALBERT E. KIM,7/11/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8248,MILESTONE REMODELING LTD,10/27/2007,'09-1521,SINGLE FAMILY HOUSING CONSTRUCTION,No,BOULDER,CO,80303
8249,MEGGITT (ORANGE COUNTY) INC,12/1/2008,'10-3679,ELECTRONIC COMPONENTS ALL OTR-MFG,No,Irvine,CA,92606
8250,MIRRYCLE CORPORATION,6/30/1980,'05-5941,SPORTING GOODS & BIKE SHOPS,No,BOULDER,CO,80301
8251,MILGARD,3/1/2011,'10-5031,LUMBER PLYWOOD MILLWORK-WHLSL,No,TAXOMA,WA,98424
8252,MEGHAN K. FUNK & JACK W. DELBROOK,12/23/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
8253,MISS JOANIE DRAMA LLC,3/23/2020,'10-8200,EDUCATIONAL SVCS,No,Westminster,CO,80020
8254,MILK HOUSE STUDIO,7/28/2018,'05-5900,MISC RETAIL,No,Great Falls,VA,22066
8255,MEGHAN NEWLIN,10/10/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
8256,MISTURA,10/7/2017,'05-5900,MISC RETAIL,No,Grand Prairie,TX,75054
8257,"MILK IT, LLC",10/1/2011,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80304
8258,MEGIORDANO PHOTOGRAPHY ,5/24/2019,'10-7221,PHOTOGRAPHIC STUDIO-PORTRAIT,No,Westminster,CO,80021
8259,MISTY ROBOTICS INC,6/1/2017,'10-5065,ELECTRONIC PARTS AND EQUIPMENT,No,Boulder,CO,80301
8260,MITCH'S GREEN THUMB LANDSCAPING,4/13/2009,'10-781,LANDSCAPE SERVICES,No,Littleton,CO,80123
8261,MITCHELL FAMILY TRUST,4/24/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
8262,MITCHELL GOLD + BOB WILLIAMS ,5/1/2019,'04-5700,FURNITURE & HOME FURNISHINGS,No,Taylorsville,NC,28681
8263,MITCHELL P. MAGDOVITZ,5/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,BOULDER,CO,80305
8264,MITCHELL1,12/1/2018,'10-8922,EDUCATIONAL/SCIENTIFIC,No,Poway,CO,92064
8265,MITEL LEASING INC,8/1/1995,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,HOUSTON,TX,77064-4659
8266,"MITEL NETSOLUTIONS, INC",7/1/2003,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,TEMPE,AZ,85262
8267,MITEL NETWORKS INC,1/1/2018,'12-7372,COMPUTER SOFTWARE,No,Mesa,AZ,85201
8268,MITEL NETWORKS INC,4/1/2005,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,BELTSVILLE,MD,20705-1255
8269,MITSUBISHI UFJ LEASE & FINANCE USA INC,12/30/2018,'10-16294,EQUIP RENTAL & LEASING/ MISC,No,New York,NY,10170
8270,MIXXER ,12/8/2017,'10-8999,MISC SERVICES B,No,Boulder,CO,80305
8271,MIZUHO ORTHOPEDIC SYSTEMS INC,1/1/2012,'10-3840,MEDICAL INSTR & SUPPLIES,No,Union City,CA,94587
8272,"MIZUNO USA, INC",1/1/2007,'10-5091,SPORTING & RECREATIONAL GOODS-WHLSL,No,NORCROSS,GA,30071
8273,MK VENTURES LLC ,5/21/2019,'05-5900,MISC RETAIL,No,Boulder,CO,80301
8274,MLB ADVANCED MEDIA LP,12/1/2017,'10-8999,MISC SERVICES B,No,Boulder,CO,80303
8275,MILK PET FOODS,8/6/2017,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80301
8276,MEHRART,11/15/2006,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80303-3901
8277,MILLENNIUM HARVEST HOUSE BOULDER,10/1/2002,'10-7011,HOTELS MOTELS,No,BOULDER,CO,80302
8278,MEHRSA JEWELRY,11/4/2017,'10-3910,JEWELRY,No,Lakewood,CO,80228
8279,MILLENNIUM MEDICAL EDUCATION RESOURCES LTD,12/3/2018,'10-8922,EDUCATIONAL/SCIENTIFIC,No,Doylestown,PA,18901
8280,MEI TOTAL ELEVATOR SOLUTIONS,3/1/2015,'10-7699,MISC REPAIR SHOPS,No,Lakewood,CO,80214-6402
8281,MILLENNIUM ROOFING AND CONSTRUCTION,6/29/2018,'10-5033,ROOFING SIDING INSULATION-WHLSL,No,Colorado Springs,CO,80905
8282,MEIER SKIS,12/1/2019,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Denver,CO,80210
8283,MILLER SOILS LLC,7/1/2017,'10-782,LAWN AND GARDEN,No,Lafayette,CO,80026
8284,MEINEKE DISCOUNT MUFFLERS,5/1/2000,'10-7500,"AUTO REPAIR, SERVICES,GARAGES",No,BOULDER,CO,80301
8285,"MILLER ZELL, INC",12/1/2001,'10-7389,BUSINESS SERVICES ALL OTHER,No,ATLANTA,GA,30336
8286,MEININGER ART SUPPLY,8/1/2009,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80302
8287,MILLERCOORS,2/1/2009,'10-5181,BEER & ALE-WHLSL,No,MILWAUKEE,WI,53208
8288,"MELALEUCA, INC",12/1/1990,'05-5963,HOME BASED & DIRECT SALES,No,Idaho Falls,ID,9503
8289,MILLICENT KANG ART,10/1/2009,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80302
8290,MELANIE & CALVIN GAUSS,7/24/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
8291,MILLIE'S METAL WORKS,1/11/2016,'10-3910,JEWELRY,No,Boulder,CO,80304
8292,MELANIE AND ME,9/1/2018,'03-5641,CHILDRENS CLOTHING,No,Denver,CO,80207
